date,cpi_annual,year,month,month_name,cpih_annual,cpi_monthly,food_inflation,housing_energy_inflation,food_beverages,alcohol_tobacco,clothing_footwear,housing_energy,furniture_household,health,transport,communication,recreation_culture,education,restaurants_hotels,miscellaneous,cpi_yoy_change,cumulative_inflation,above_target,deviation_from_target,inflation_regime
1997-08-01,2.0,1997,8,August,2.3,-0.6,0.4,1.2,,,,,,,,,,,,,0.10000000000000009,289.12844585606035,False,0.0,On Target
1997-09-01,1.8,1997,9,September,2.2,0.0,0.3,0.5,,,,,,,,,,,,,0.19999999999999996,289.7121385248445,False,-0.19999999999999996,Below Target
1997-09-01,1.8,1997,9,September,2.3,0.3,0.3,0.5,,,,,,,,,,,,,0.19999999999999996,290.2967067326317,False,-0.19999999999999996,Below Target
1997-09-01,1.8,1997,9,September,2.3,0.0,0.3,0.5,,,,,,,,,,,,,0.19999999999999996,290.88215179273067,False,-0.19999999999999996,Below Target
1997-09-01,1.8,1997,9,September,2.2,0.3,0.3,0.5,,,,,,,,,,,,,0.19999999999999996,291.4684750204198,False,-0.19999999999999996,Below Target
1997-09-01,1.9,1997,9,September,2.2,0.0,0.3,0.5,,,,,,,,,,,,,0.2999999999999998,292.08830010586877,False,-0.10000000000000009,Below Target
1997-09-01,1.9,1997,9,September,2.3,0.3,0.3,0.5,,,,,,,,,,,,,0.2999999999999998,292.7091065810364,False,-0.10000000000000009,Below Target
1997-09-01,1.9,1997,9,September,2.3,0.0,0.3,0.5,,,,,,,,,,,,,0.19999999999999996,293.3308959997897,False,-0.10000000000000009,Below Target
1997-09-01,1.9,1997,9,September,2.2,0.3,0.3,0.5,,,,,,,,,,,,,0.19999999999999996,293.95366991845594,False,-0.10000000000000009,Below Target
1997-10-01,1.9,1997,10,October,2.2,1.2,0.1,-0.3,,,,,,,,,,,,,0.19999999999999996,294.5774298958268,False,-0.10000000000000009,Below Target
1997-11-01,1.9,1997,11,November,2.1,1.2,0.0,1.1,,,,,,,,,,,,,0.19999999999999996,295.2021774931618,False,-0.10000000000000009,Below Target
1997-12-01,1.7,1997,12,December,1.9,1.1,0.2,1.2,,,,,,,,,,,,,-0.30000000000000004,295.7620472446104,False,-0.30000000000000004,Below Target
1997-12-01,1.7,1997,12,December,1.9,1.2,0.2,1.2,,,,,,,,,,,,,-0.30000000000000004,296.3227101448736,False,-0.30000000000000004,Below Target
1997-12-01,1.7,1997,12,December,2.1,1.1,0.2,1.2,,,,,,,,,,,,,-0.10000000000000009,296.8841673175789,False,-0.30000000000000004,Below Target
1997-12-01,1.7,1997,12,December,2.1,1.2,0.2,1.2,,,,,,,,,,,,,-0.10000000000000009,297.44641988794547,False,-0.30000000000000004,Below Target
1997-12-01,1.8,1997,12,December,1.9,1.2,0.2,1.2,,,,,,,,,,,,,0.0,298.0425895177774,False,-0.19999999999999996,Below Target
1997-12-01,1.8,1997,12,December,2.1,1.1,0.2,1.2,,,,,,,,,,,,,0.0,298.6396534020541,False,-0.19999999999999996,Below Target
1997-12-01,1.8,1997,12,December,2.1,1.2,0.2,1.2,,,,,,,,,,,,,-0.09999999999999987,299.2376128821572,False,-0.19999999999999996,Below Target
1997-12-01,1.8,1997,12,December,1.9,1.1,0.2,1.2,,,,,,,,,,,,,-0.09999999999999987,299.8364693014804,False,-0.19999999999999996,Below Target
1998-01-01,1.6,1998,1,January,1.8,0.3,-0.5,-4.0,,,,,,,,,,,,,-0.2999999999999998,300.36958459388245,False,-0.3999999999999999,Below Target
1998-01-01,1.6,1998,1,January,1.8,1.0,-0.5,-4.0,,,,,,,,,,,,,-0.2999999999999998,300.90341070667426,False,-0.3999999999999999,Below Target
1998-01-01,1.6,1998,1,January,1.8,0.3,-0.5,-4.0,,,,,,,,,,,,,-0.2999999999999998,301.4379485876165,False,-0.3999999999999999,Below Target
1998-01-01,1.6,1998,1,January,1.8,1.0,-0.5,-4.0,,,,,,,,,,,,,-0.2999999999999998,301.97319918573334,False,-0.3999999999999999,Below Target
1998-01-01,1.5,1998,1,January,1.8,0.3,-0.5,-4.0,,,,,,,,,,,,,-0.19999999999999996,302.47566568471547,False,-0.5,Below Target
1998-01-01,1.5,1998,1,January,1.8,1.0,-0.5,-4.0,,,,,,,,,,,,,-0.19999999999999996,302.97876026682127,False,-0.5,Below Target
1998-01-01,1.5,1998,1,January,1.8,1.0,-0.5,-4.0,,,,,,,,,,,,,-0.19999999999999996,303.4824837171549,False,-0.5,Below Target
1998-01-01,1.5,1998,1,January,1.8,0.3,-0.5,-4.0,,,,,,,,,,,,,-0.19999999999999996,303.98683682180126,False,-0.5,Below Target
1998-02-01,1.6,1998,2,February,1.8,0.4,0.3,1.2,,,,,,,,,,,,,-0.19999999999999996,304.5254859375637,False,-0.3999999999999999,Below Target
1998-03-01,1.7,1998,3,March,1.9,0.8,0.3,1.8,,,,,,,,,,,,,-0.10000000000000009,305.09856370930856,False,-0.30000000000000004,Below Target
1998-03-01,1.7,1998,3,March,1.9,0.5,0.3,1.8,,,,,,,,,,,,,-0.10000000000000009,305.6724533412301,False,-0.30000000000000004,Below Target
1998-03-01,1.7,1998,3,March,1.8,0.8,0.3,1.8,,,,,,,,,,,,,-0.10000000000000009,306.24715598346353,False,-0.30000000000000004,Below Target
1998-03-01,1.7,1998,3,March,1.8,0.5,0.3,1.8,,,,,,,,,,,,,0.09999999999999987,306.8226727877734,False,-0.30000000000000004,Below Target
1998-03-01,1.6,1998,3,March,1.9,0.8,0.3,1.8,,,,,,,,,,,,,0.0,307.3651030181572,False,-0.3999999999999999,Below Target
1998-03-01,1.6,1998,3,March,1.9,0.5,0.3,1.8,,,,,,,,,,,,,0.0,307.90825648884805,False,-0.3999999999999999,Below Target
1998-03-01,1.6,1998,3,March,1.8,0.8,0.3,1.8,,,,,,,,,,,,,0.0,308.4521341641666,False,-0.3999999999999999,Below Target
1998-03-01,1.6,1998,3,March,1.8,0.5,0.3,1.8,,,,,,,,,,,,,0.10000000000000009,308.9967370097188,False,-0.3999999999999999,Below Target
1998-04-01,1.8,1998,4,April,2.1,0.8,0.6,-1.3,,,,,,,,,,,,,0.30000000000000004,309.61023211523343,False,-0.19999999999999996,Below Target
1998-05-01,2.0,1998,5,May,2.2,1.6,0.5,1.0,,,,,,,,,,,,,0.5,310.29291583542545,False,0.0,On Target
1998-06-01,1.7,1998,6,June,1.9,0.2,-0.1,-0.6,,,,,,,,,,,,,0.19999999999999996,310.87416413285894,False,-0.30000000000000004,Below Target
1998-06-01,1.7,1998,6,June,1.9,0.9,-0.1,-0.6,,,,,,,,,,,,,0.09999999999999987,311.45623586538045,False,-0.30000000000000004,Below Target
1998-06-01,1.7,1998,6,June,2.0,0.2,-0.1,-0.6,,,,,,,,,,,,,0.0,312.0391321995231,False,-0.30000000000000004,Below Target
1998-06-01,1.7,1998,6,June,2.0,0.9,-0.1,-0.6,,,,,,,,,,,,,0.0,312.6228543034724,False,-0.30000000000000004,Below Target
1998-06-01,1.8,1998,6,June,1.9,0.2,-0.1,-0.6,,,,,,,,,,,,,0.10000000000000009,313.2417885849277,False,-0.19999999999999996,Below Target
1998-06-01,1.8,1998,6,June,1.9,0.9,-0.1,-0.6,,,,,,,,,,,,,0.10000000000000009,313.8616512678051,False,-0.19999999999999996,Below Target
1998-06-01,1.8,1998,6,June,2.0,0.2,-0.1,-0.6,,,,,,,,,,,,,0.19999999999999996,314.48244374470687,False,-0.19999999999999996,Below Target
1998-06-01,1.8,1998,6,June,2.0,0.9,-0.1,-0.6,,,,,,,,,,,,,0.19999999999999996,315.1041674103239,False,-0.19999999999999996,Below Target
1998-07-01,1.4,1998,7,July,1.7,0.5,-0.4,-1.2,,,,,,,,,,,,,-0.20000000000000018,315.58845560563606,False,-0.6000000000000001,Below Target
1998-08-01,1.3,1998,8,August,1.6,1.4,0.3,0.5,,,,,,,,,,,,,-0.30000000000000004,316.03867643254216,False,-0.7,Below Target
1998-09-01,1.4,1998,9,September,1.7,1.0,0.4,0.7,,,,,,,,,,,,,-0.40000000000000013,316.52405488838014,False,-0.6000000000000001,Below Target
1998-09-01,1.4,1998,9,September,1.7,1.1,0.4,0.7,,,,,,,,,,,,,-0.6000000000000001,317.00999961908326,False,-0.6000000000000001,Below Target
1998-09-01,1.4,1998,9,September,1.7,1.0,0.4,0.7,,,,,,,,,,,,,-0.30000000000000004,317.49651128530553,False,-0.6000000000000001,Below Target
1998-09-01,1.4,1998,9,September,1.7,1.1,0.4,0.7,,,,,,,,,,,,,-0.30000000000000004,317.98359054847174,False,-0.6000000000000001,Below Target
1998-09-01,1.4,1998,9,September,1.7,1.1,0.4,0.7,,,,,,,,,,,,,-0.30000000000000004,318.47123807077827,False,-0.6000000000000001,Below Target
1998-09-01,1.4,1998,9,September,1.7,1.0,0.4,0.7,,,,,,,,,,,,,-0.30000000000000004,318.9594545151943,False,-0.6000000000000001,Below Target
1998-09-01,1.4,1998,9,September,1.7,1.1,0.4,0.7,,,,,,,,,,,,,-0.40000000000000013,319.44824054546206,False,-0.6000000000000001,Below Target
1998-09-01,1.4,1998,9,September,1.7,1.0,0.4,0.7,,,,,,,,,,,,,-0.40000000000000013,319.9375968260985,False,-0.6000000000000001,Below Target
1998-10-01,1.4,1998,10,October,1.6,1.2,0.0,-0.6,,,,,,,,,,,,,-0.40000000000000013,320.42752402239563,False,-0.6000000000000001,Below Target
1998-11-01,1.4,1998,11,November,1.7,1.5,0.1,1.4,,,,,,,,,,,,,-0.40000000000000013,320.9180228004218,False,-0.6000000000000001,Below Target
1998-12-01,1.6,1998,12,December,1.9,2.3,0.3,2.3,,,,,,,,,,,,,0.20000000000000018,321.47924683082243,False,-0.3999999999999999,Below Target
1998-12-01,1.6,1998,12,December,1.7,2.3,0.3,2.3,,,,,,,,,,,,,0.30000000000000004,322.0412191599302,False,-0.3999999999999999,Below Target
1998-12-01,1.6,1998,12,December,1.7,1.6,0.3,2.3,,,,,,,,,,,,,0.20000000000000018,322.6039407854769,False,-0.3999999999999999,Below Target
1998-12-01,1.6,1998,12,December,1.9,1.6,0.3,2.3,,,,,,,,,,,,,0.20000000000000018,323.1674127065242,False,-0.3999999999999999,Below Target
1998-12-01,1.4,1998,12,December,1.9,1.6,0.3,2.3,,,,,,,,,,,,,0.0,323.66110802134847,False,-0.6000000000000001,Below Target
1998-12-01,1.4,1998,12,December,1.7,2.3,0.3,2.3,,,,,,,,,,,,,0.0,324.1553793140401,False,-0.6000000000000001,Below Target
1998-12-01,1.4,1998,12,December,1.7,1.6,0.3,2.3,,,,,,,,,,,,,0.0,324.6502272565732,False,-0.6000000000000001,Below Target
1998-12-01,1.4,1998,12,December,1.9,2.3,0.3,2.3,,,,,,,,,,,,,0.0,325.1456525217059,False,-0.6000000000000001,Below Target
1999-01-01,1.6,1999,1,January,2.0,2.7,-0.4,-4.7,,,,,,,,,,,,,0.20000000000000018,325.7125133917349,False,-0.3999999999999999,Below Target
1999-01-01,1.6,1999,1,January,2.0,0.3,-0.4,-4.7,,,,,,,,,,,,,0.20000000000000018,326.2801300762572,False,-0.3999999999999999,Below Target
1999-01-01,1.6,1999,1,January,1.7,2.7,-0.4,-4.7,,,,,,,,,,,,,0.20000000000000018,326.84850358302555,False,-0.3999999999999999,Below Target
1999-01-01,1.6,1999,1,January,1.7,0.3,-0.4,-4.7,,,,,,,,,,,,,0.20000000000000018,327.41763492113625,False,-0.3999999999999999,Below Target
1999-01-01,1.3,1999,1,January,2.0,2.7,-0.4,-4.7,,,,,,,,,,,,,-0.30000000000000004,327.88067069230084,False,-0.7,Below Target
1999-01-01,1.3,1999,1,January,2.0,0.3,-0.4,-4.7,,,,,,,,,,,,,-0.30000000000000004,328.3442080855508,False,-0.7,Below Target
1999-01-01,1.3,1999,1,January,1.7,2.7,-0.4,-4.7,,,,,,,,,,,,,-0.30000000000000004,328.8082476443101,False,-0.7,Below Target
1999-01-01,1.3,1999,1,January,1.7,0.3,-0.4,-4.7,,,,,,,,,,,,,-0.30000000000000004,329.2727899125914,False,-0.7,Below Target
1999-02-01,1.4,1999,2,February,1.9,2.8,0.2,1.2,,,,,,,,,,,,,0.0,329.7736081674895,False,-0.6000000000000001,Below Target
1999-03-01,1.6,1999,3,March,2.0,2.4,0.5,1.6,,,,,,,,,,,,,0.20000000000000018,330.3466396450462,False,-0.3999999999999999,Below Target
1999-03-01,1.6,1999,3,March,2.1,2.6,0.5,1.6,,,,,,,,,,,,,0.20000000000000018,330.92043516457295,False,-0.3999999999999999,Below Target
1999-03-01,1.6,1999,3,March,2.0,2.6,0.5,1.6,,,,,,,,,,,,,0.20000000000000018,331.4949957447924,False,-0.3999999999999999,Below Target
1999-03-01,1.6,1999,3,March,2.1,2.4,0.5,1.6,,,,,,,,,,,,,0.0,332.0703224057855,False,-0.3999999999999999,Below Target
1999-03-01,1.7,1999,3,March,2.1,2.6,0.5,1.6,,,,,,,,,,,,,0.09999999999999987,332.6824220291937,False,-0.30000000000000004,Below Target
1999-03-01,1.7,1999,3,March,2.0,2.4,0.5,1.6,,,,,,,,,,,,,0.09999999999999987,333.295388793735,False,-0.30000000000000004,Below Target
1999-03-01,1.7,1999,3,March,2.0,2.6,0.5,1.6,,,,,,,,,,,,,0.09999999999999987,333.90922392785944,False,-0.30000000000000004,Below Target
1999-03-01,1.7,1999,3,March,2.1,2.4,0.5,1.6,,,,,,,,,,,,,0.3999999999999999,334.52392866175717,False,-0.30000000000000004,Below Target
1999-04-01,1.5,1999,4,April,2.0,1.6,0.5,-1.5,,,,,,,,,,,,,0.19999999999999996,335.06708357258435,False,-0.5,Below Target
1999-05-01,1.3,1999,5,May,1.7,0.7,0.2,1.0,,,,,,,,,,,,,0.0,335.53840624645466,False,-0.7,Below Target
1999-06-01,1.3,1999,6,June,1.8,0.5,-0.1,-0.7,,,,,,,,,,,,,0.0,336.0102395198883,False,-0.7,Below Target
1999-06-01,1.3,1999,6,June,1.8,0.9,-0.1,-0.7,,,,,,,,,,,,,-0.09999999999999987,336.4825839460348,False,-0.7,Below Target
1999-06-01,1.3,1999,6,June,1.8,0.5,-0.1,-0.7,,,,,,,,,,,,,-0.30000000000000004,336.955440078643,False,-0.7,Below Target
1999-06-01,1.3,1999,6,June,1.8,0.9,-0.1,-0.7,,,,,,,,,,,,,-0.30000000000000004,337.4288084720615,False,-0.7,Below Target
1999-06-01,1.4,1999,6,June,1.8,0.5,-0.1,-0.7,,,,,,,,,,,,,-0.20000000000000018,337.93914208194565,False,-0.6000000000000001,Below Target
1999-06-01,1.4,1999,6,June,1.8,0.9,-0.1,-0.7,,,,,,,,,,,,,-0.20000000000000018,338.4500710810413,False,-0.6000000000000001,Below Target
1999-06-01,1.4,1999,6,June,1.8,0.5,-0.1,-0.7,,,,,,,,,,,,,-0.30000000000000004,338.96159616396926,False,-0.6000000000000001,Below Target
1999-06-01,1.4,1999,6,June,1.8,0.9,-0.1,-0.7,,,,,,,,,,,,,-0.30000000000000004,339.47371802616055,False,-0.6000000000000001,Below Target
1999-07-01,1.3,1999,7,July,1.7,-0.2,-0.4,-1.5,,,,,,,,,,,,,-0.3999999999999999,339.9498145540223,False,-0.7,Below Target
1999-08-01,1.2,1999,8,August,1.6,-1.6,0.3,0.7,,,,,,,,,,,,,-0.5,340.3897643685762,False,-0.8,Below Target
1999-09-01,1.2,1999,9,September,1.6,-1.3,0.3,0.8,,,,,,,,,,,,,-0.30000000000000004,340.83015413294476,False,-0.8,Below Target
1999-09-01,1.2,1999,9,September,1.6,-1.0,0.3,0.8,,,,,,,,,,,,,-0.10000000000000009,341.2709842870776,False,-0.8,Below Target
1999-09-01,1.2,1999,9,September,1.6,-1.3,0.3,0.8,,,,,,,,,,,,,-0.10000000000000009,341.71225527136465,False,-0.8,Below Target
1999-09-01,1.2,1999,9,September,1.6,-1.0,0.3,0.8,,,,,,,,,,,,,-0.10000000000000009,342.15396752663594,False,-0.8,Below Target
1999-09-01,1.2,1999,9,September,1.6,-1.3,0.3,0.8,,,,,,,,,,,,,-0.10000000000000009,342.59612149416256,False,-0.8,Below Target
1999-09-01,1.2,1999,9,September,1.6,-1.0,0.3,0.8,,,,,,,,,,,,,-0.10000000000000009,343.03871761565665,False,-0.8,Below Target
1999-09-01,1.2,1999,9,September,1.6,-1.3,0.3,0.8,,,,,,,,,,,,,-0.19999999999999996,343.48175633327224,False,-0.8,Below Target
1999-09-01,1.2,1999,9,September,1.6,-1.0,0.3,0.8,,,,,,,,,,,,,-0.19999999999999996,343.9252380896055,False,-0.8,Below Target
1999-10-01,1.1,1999,10,October,1.5,-1.6,-0.1,-0.7,,,,,,,,,,,,,-0.2999999999999998,344.33216955785434,False,-0.8999999999999999,Below Target
1999-11-01,1.2,1999,11,November,1.5,-1.0,0.2,1.3,,,,,,,,,,,,,-0.19999999999999996,344.7765017274121,False,-0.8,Below Target
1999-12-01,1.1,1999,12,December,1.5,-1.6,0.3,2.0,,,,,,,,,,,,,-0.19999999999999996,345.1842135206623,False,-0.8999999999999999,Below Target
1999-12-01,1.1,1999,12,December,1.5,-1.4,0.3,2.0,,,,,,,,,,,,,-0.09999999999999987,345.59229904972295,False,-0.8999999999999999,Below Target
1999-12-01,1.1,1999,12,December,1.5,-1.6,0.3,2.0,,,,,,,,,,,,,-0.09999999999999987,346.00075865718514,False,-0.8999999999999999,Below Target
1999-12-01,1.1,1999,12,December,1.5,-1.4,0.3,2.0,,,,,,,,,,,,,-0.09999999999999987,346.40959268595424,False,-0.8999999999999999,Below Target
1999-12-01,1.1,1999,12,December,1.5,-1.4,0.3,2.0,,,,,,,,,,,,,-0.09999999999999987,346.81880147924966,False,-0.8999999999999999,Below Target
1999-12-01,1.1,1999,12,December,1.5,-1.4,0.3,2.0,,,,,,,,,,,,,-0.09999999999999987,347.22838538060563,False,-0.8999999999999999,Below Target
1999-12-01,1.1,1999,12,December,1.5,-1.6,0.3,2.0,,,,,,,,,,,,,-0.09999999999999987,347.63834473387124,False,-0.8999999999999999,Below Target
1999-12-01,1.1,1999,12,December,1.5,-1.6,0.3,2.0,,,,,,,,,,,,,-0.09999999999999987,348.04867988321064,False,-0.8999999999999999,Below Target
2000-01-01,0.8,2000,1,January,1.2,-2.0,-0.7,-5.0,,,,,,,,,,,,,-0.3999999999999999,348.34737900313274,False,-1.2,Very Low
2000-01-01,0.8,2000,1,January,1.2,-0.5,-0.7,-5.0,,,,,,,,,,,,,-0.3999999999999999,348.64627725580146,False,-1.2,Very Low
2000-01-01,0.8,2000,1,January,1.2,-2.0,-0.7,-5.0,,,,,,,,,,,,,-0.30000000000000004,348.94537477397193,False,-1.2,Very Low
2000-01-01,0.8,2000,1,January,1.2,-0.5,-0.7,-5.0,,,,,,,,,,,,,-0.3999999999999999,349.24467169048785,False,-1.2,Very Low
2000-01-01,0.8,2000,1,January,1.2,-2.0,-0.7,-5.0,,,,,,,,,,,,,-0.30000000000000004,349.54416813828146,False,-1.2,Very Low
2000-01-01,0.8,2000,1,January,1.2,-0.5,-0.7,-5.0,,,,,,,,,,,,,-0.30000000000000004,349.84386425037366,False,-1.2,Very Low
2000-01-01,0.8,2000,1,January,1.2,-2.0,-0.7,-5.0,,,,,,,,,,,,,-0.30000000000000004,350.1437601598739,False,-1.2,Very Low
2000-01-01,0.8,2000,1,January,1.2,-0.5,-0.7,-5.0,,,,,,,,,,,,,-0.30000000000000004,350.4438559999804,False,-1.2,Very Low
2000-02-01,0.9,2000,2,February,1.2,-2.2,0.3,0.5,,,,,,,,,,,,,-0.20000000000000007,350.7816888919804,False,-1.1,Very Low
2000-03-01,0.6,2000,3,March,1.0,-2.3,0.2,1.0,,,,,,,,,,,,,-0.5000000000000001,351.0070797364264,False,-1.4,Very Low
2000-03-01,0.8,2000,3,March,1.1,-2.2,0.2,1.0,,,,,,,,,,,,,-0.30000000000000004,351.30775112291735,False,-1.2,Very Low
2000-03-01,0.8,2000,3,March,1.1,-2.3,0.2,1.0,,,,,,,,,,,,,-0.30000000000000004,351.6086229569993,False,-1.2,Very Low
2000-03-01,0.8,2000,3,March,1.0,-2.2,0.2,1.0,,,,,,,,,,,,,0.0,351.90969537230393,False,-1.2,Very Low
2000-03-01,0.8,2000,3,March,1.0,-2.3,0.2,1.0,,,,,,,,,,,,,0.0,352.21096850255213,False,-1.2,Very Low
2000-03-01,0.6,2000,3,March,1.1,-2.2,0.2,1.0,,,,,,,,,,,,,-0.20000000000000007,352.4370739868034,False,-1.4,Very Low
2000-03-01,0.6,2000,3,March,1.1,-2.3,0.2,1.0,,,,,,,,,,,,,-0.20000000000000007,352.6632925237967,False,-1.4,Very Low
2000-03-01,0.6,2000,3,March,1.0,-2.2,0.2,1.0,,,,,,,,,,,,,-0.20000000000000007,352.8896241700586,False,-1.4,Very Low
2000-04-01,0.6,2000,4,April,0.9,-2.1,0.5,-0.1,,,,,,,,,,,,,-0.20000000000000007,353.11606898214364,False,-1.4,Very Low
2000-05-01,0.5,2000,5,May,1.0,-1.7,0.3,0.2,,,,,,,,,,,,,-0.30000000000000004,353.30486734421953,False,-1.5,Very Low
2000-06-01,0.6,2000,6,June,1.0,-1.5,0.1,-0.6,,,,,,,,,,,,,-0.20000000000000007,353.5315197778917,False,-1.4,Very Low
2000-06-01,0.6,2000,6,June,1.0,-0.8,0.1,-0.6,,,,,,,,,,,,,-0.30000000000000004,353.7582855377805,False,-1.4,Very Low
2000-06-01,0.6,2000,6,June,1.2,-1.5,0.1,-0.6,,,,,,,,,,,,,0.0,353.9851646805494,False,-1.4,Very Low
2000-06-01,0.6,2000,6,June,1.2,-0.8,0.1,-0.6,,,,,,,,,,,,,-0.20000000000000007,354.2121572628897,False,-1.4,Very Low
2000-06-01,0.8,2000,6,June,1.0,-1.5,0.1,-0.6,,,,,,,,,,,,,0.0,354.51496536773163,False,-1.2,Very Low
2000-06-01,0.8,2000,6,June,1.0,-0.8,0.1,-0.6,,,,,,,,,,,,,0.0,354.81797534464346,False,-1.2,Very Low
2000-06-01,0.8,2000,6,June,1.2,-1.5,0.1,-0.6,,,,,,,,,,,,,0.0,355.1211873282065,False,-1.2,Very Low
2000-06-01,0.8,2000,6,June,1.2,-0.8,0.1,-0.6,,,,,,,,,,,,,0.20000000000000007,355.42460145309195,False,-1.2,Very Low
2000-07-01,0.9,2000,7,July,1.2,0.9,-0.4,-1.9,,,,,,,,,,,,,0.30000000000000004,355.76616990418177,False,-1.1,Very Low
2000-08-01,0.6,2000,8,August,1.0,0.3,0.0,0.7,,,,,,,,,,,,,0.0,355.9940529891338,False,-1.4,Very Low
2000-09-01,0.8,2000,9,September,1.2,0.7,0.6,1.5,,,,,,,,,,,,,0.20000000000000007,356.29804902445983,False,-1.2,Very Low
2000-09-01,0.8,2000,9,September,1.2,0.8,0.6,1.5,,,,,,,,,,,,,0.30000000000000004,356.60224772380946,False,-1.2,Very Low
2000-09-01,0.8,2000,9,September,1.3,0.7,0.6,1.5,,,,,,,,,,,,,0.20000000000000007,356.90664922229195,False,-1.2,Very Low
2000-09-01,0.8,2000,9,September,1.3,0.8,0.6,1.5,,,,,,,,,,,,,0.20000000000000007,357.2112536551068,False,-1.2,Very Low
2000-09-01,1.0,2000,9,September,1.3,0.7,0.6,1.5,,,,,,,,,,,,,0.4,357.5922630331527,False,-1.0,Below Target
2000-09-01,1.0,2000,9,September,1.2,0.8,0.6,1.5,,,,,,,,,,,,,0.4,357.9735899190136,False,-1.0,Below Target
2000-09-01,1.0,2000,9,September,1.3,0.8,0.6,1.5,,,,,,,,,,,,,0.19999999999999996,358.3552345772795,False,-1.0,Below Target
2000-09-01,1.0,2000,9,September,1.2,0.7,0.6,1.5,,,,,,,,,,,,,0.19999999999999996,358.73719727276045,False,-1.0,Below Target
2000-10-01,1.0,2000,10,October,1.4,1.0,0.0,-1.0,,,,,,,,,,,,,0.19999999999999996,359.11947827048766,False,-1.0,Below Target
2000-11-01,1.1,2000,11,November,1.5,1.1,0.3,1.2,,,,,,,,,,,,,0.30000000000000004,359.5403377922357,False,-0.8999999999999999,Below Target
2000-12-01,0.8,2000,12,December,1.2,1.1,0.0,1.5,,,,,,,,,,,,,-0.09999999999999998,359.84669801743047,False,-1.2,Very Low
2000-12-01,0.8,2000,12,December,1.2,1.2,0.0,1.5,,,,,,,,,,,,,0.20000000000000007,360.15326248277535,False,-1.2,Very Low
2000-12-01,0.8,2000,12,December,1.4,1.2,0.0,1.5,,,,,,,,,,,,,0.0,360.4600313244306,False,-1.2,Very Low
2000-12-01,0.8,2000,12,December,1.4,1.1,0.0,1.5,,,,,,,,,,,,,0.0,360.7670046786468,False,-1.2,Very Low
2000-12-01,1.0,2000,12,December,1.2,1.1,0.0,1.5,,,,,,,,,,,,,0.19999999999999996,361.1509771825456,False,-1.0,Below Target
2000-12-01,1.0,2000,12,December,1.4,1.2,0.0,1.5,,,,,,,,,,,,,0.19999999999999996,361.535269663531,False,-1.0,Below Target
2000-12-01,1.0,2000,12,December,1.4,1.1,0.0,1.5,,,,,,,,,,,,,0.0,361.9198823882505,False,-1.0,Below Target
2000-12-01,1.0,2000,12,December,1.2,1.2,0.0,1.5,,,,,,,,,,,,,0.0,362.3048156235741,False,-1.0,Below Target
2001-01-01,0.9,2001,1,January,1.2,1.5,-0.7,-3.7,,,,,,,,,,,,,-0.09999999999999998,362.65154423529174,False,-1.1,Very Low
2001-01-01,1.2,2001,1,January,1.6,3.8,-0.7,-3.7,,,,,,,,,,,,,0.19999999999999996,363.114195779527,False,-0.8,Below Target
2001-01-01,1.2,2001,1,January,1.6,1.5,-0.7,-3.7,,,,,,,,,,,,,0.19999999999999996,363.5773099753065,False,-0.8,Below Target
2001-01-01,1.2,2001,1,January,1.2,3.8,-0.7,-3.7,,,,,,,,,,,,,0.09999999999999987,364.04088728528177,False,-0.8,Below Target
2001-01-01,1.2,2001,1,January,1.2,1.5,-0.7,-3.7,,,,,,,,,,,,,0.3999999999999999,364.50492817256696,False,-0.8,Below Target
2001-01-01,0.9,2001,1,January,1.6,3.8,-0.7,-3.7,,,,,,,,,,,,,0.09999999999999998,364.8533068686964,False,-1.1,Very Low
2001-01-01,0.9,2001,1,January,1.6,1.5,-0.7,-3.7,,,,,,,,,,,,,0.09999999999999998,365.2019468488479,False,-1.1,Very Low
2001-01-01,0.9,2001,1,January,1.2,3.8,-0.7,-3.7,,,,,,,,,,,,,0.09999999999999998,365.55084830898454,False,-1.1,Very Low
2001-02-01,0.8,2001,2,February,1.2,1.7,0.3,0.8,,,,,,,,,,,,,-0.19999999999999996,365.8612155411905,False,-1.2,Very Low
2001-03-01,0.9,2001,3,March,1.3,3.8,0.3,1.3,,,,,,,,,,,,,-0.09999999999999998,366.2106114528465,False,-1.1,Very Low
2001-03-01,0.9,2001,3,March,1.3,2.3,0.3,1.3,,,,,,,,,,,,,-0.09999999999999998,366.56026941143614,False,-1.1,Very Low
2001-03-01,0.9,2001,3,March,1.3,3.8,0.3,1.3,,,,,,,,,,,,,-0.09999999999999998,366.9101896134947,False,-1.1,Very Low
2001-03-01,0.9,2001,3,March,1.3,2.3,0.3,1.3,,,,,,,,,,,,,0.0,367.26037225570485,False,-1.1,Very Low
2001-03-01,0.9,2001,3,March,1.3,3.8,0.3,1.3,,,,,,,,,,,,,-0.29999999999999993,367.6108175348967,False,-1.1,Very Low
2001-03-01,0.9,2001,3,March,1.3,2.3,0.3,1.3,,,,,,,,,,,,,-0.29999999999999993,367.9615256480479,False,-1.1,Very Low
2001-03-01,0.9,2001,3,March,1.3,3.8,0.3,1.3,,,,,,,,,,,,,-0.29999999999999993,368.3124967922839,False,-1.1,Very Low
2001-03-01,0.9,2001,3,March,1.3,2.3,0.3,1.3,,,,,,,,,,,,,-0.29999999999999993,368.6637311648782,False,-1.1,Very Low
